Empresa;Departamento;Municipio;Número único de identificación del sistema de tratamiento (NUPTAR);Caudal medio anual a la entrada (L/S);Caudal medio anual a la salida (LTS/SG);pH Unidades;Temperatura (°C);Sóidos Totales (mg/litro);DBO (Kg/Día);DQO (Kg/Día;Fecha de cargue;;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;3984;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;3985;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;4605;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;5325;1820;1820;7.5;31.297;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;6319;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;6899;65.918;65.918;7.491;31.667;35.061;63.383;189.467;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;6900;748.26;748.26;7.554;31.108;44.542;48.733;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;6901;81.46;81.46;7.663;29.892;17.765;40.292;127.208;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;6902;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;6903;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;6904;52.932;52.932;7.373;30.533;53.05;59.158;219.125;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;6905;46.66;46.66;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;6906;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;6907;1820;1820;7.53;31.19;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;6908;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;6909;24.926;24.926;7.494;29.783;20.46;24.533;117.133;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PALMAR DE VARELA;6910;16.065;16.065;8.195;30.308;59.95;44.542;149.775;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;921;748.26;748.26;7.554;31.108;44.542;76.358;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;922;81.459;81.459;7.663;29.892;17.765;40.292;128.708;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;923;65.918;65.918;7.491;31.667;35.061;63.383;189.467;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;3982;52.932;52.932;7.393;30.533;56.883;58.783;213.875;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;3983;46.79;46.79;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;3984;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;3985;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;4605;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;5325;1820;1820;7.5;31.297;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;6319;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;6899;65.918;65.918;7.491;31.667;35.061;63.383;189.467;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;6900;748.26;748.26;7.554;31.108;44.542;48.733;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;6901;81.46;81.46;7.663;29.892;17.765;40.292;127.208;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;6902;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;6903;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;6904;52.932;52.932;7.373;30.533;53.05;59.158;219.125;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;6905;46.66;46.66;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;6906;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;6907;1820;1820;7.53;31.19;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;6908;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;6909;24.926;24.926;7.494;29.783;20.46;24.533;117.133;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;POLONUEVO;6910;16.065;16.065;8.195;30.308;59.95;44.542;149.775;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;921;748.26;748.26;7.554;31.108;44.542;76.358;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;922;81.459;81.459;7.663;29.892;17.765;40.292;128.708;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;923;65.918;65.918;7.491;31.667;35.061;63.383;189.467;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;3982;52.932;52.932;7.393;30.533;56.883;58.783;213.875;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;3983;46.79;46.79;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;3984;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;3985;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;4605;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;5325;1820;1820;7.5;31.297;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;6319;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;6899;65.918;65.918;7.491;31.667;35.061;63.383;189.467;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;6900;748.26;748.26;7.554;31.108;44.542;48.733;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;6901;81.46;81.46;7.663;29.892;17.765;40.292;127.208;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;6902;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;6903;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;6904;52.932;52.932;7.373;30.533;53.05;59.158;219.125;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;6905;46.66;46.66;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;6906;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;6907;1820;1820;7.53;31.19;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;6908;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;6909;24.926;24.926;7.494;29.783;20.46;24.533;117.133;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;PUERTO COLOMBIA;6910;16.065;16.065;8.195;30.308;59.95;44.542;149.775;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;921;748.26;748.26;7.554;31.108;44.542;76.358;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;922;81.459;81.459;7.663;29.892;17.765;40.292;128.708;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;923;65.918;65.918;7.491;31.667;35.061;63.383;189.467;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;3982;52.932;52.932;7.393;30.533;56.883;58.783;213.875;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;3983;46.79;46.79;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;3984;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;3985;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;4605;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;5325;1820;1820;7.5;31.297;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;6319;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;6899;65.918;65.918;7.491;31.667;35.061;63.383;189.467;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;6900;748.26;748.26;7.554;31.108;44.542;48.733;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;6901;81.46;81.46;7.663;29.892;17.765;40.292;127.208;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;6902;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;6903;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;6904;52.932;52.932;7.373;30.533;53.05;59.158;219.125;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;6905;46.66;46.66;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;6906;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;6907;1820;1820;7.53;31.19;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;6908;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;6909;24.926;24.926;7.494;29.783;20.46;24.533;117.133;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANAGRANDE;6910;16.065;16.065;8.195;30.308;59.95;44.542;149.775;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;921;748.26;748.26;7.554;31.108;44.542;76.358;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;922;81.459;81.459;7.663;29.892;17.765;40.292;128.708;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;923;65.918;65.918;7.491;31.667;35.061;63.383;189.467;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;3982;52.932;52.932;7.393;30.533;56.883;58.783;213.875;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;3983;46.79;46.79;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;3984;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;3985;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;4605;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;5325;1820;1820;7.5;31.297;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;6319;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;6899;65.918;65.918;7.491;31.667;35.061;63.383;189.467;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;6900;748.26;748.26;7.554;31.108;44.542;48.733;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;6901;81.46;81.46;7.663;29.892;17.765;40.292;127.208;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;6902;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;6903;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;6904;52.932;52.932;7.373;30.533;53.05;59.158;219.125;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;6905;46.66;46.66;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;6906;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;6907;1820;1820;7.53;31.19;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;6908;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;6909;24.926;24.926;7.494;29.783;20.46;24.533;117.133;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SABANALARGA;6910;16.065;16.065;8.195;30.308;59.95;44.542;149.775;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;921;748.26;748.26;7.554;31.108;44.542;76.358;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;922;81.459;81.459;7.663;29.892;17.765;40.292;128.708;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;923;65.918;65.918;7.491;31.667;35.061;63.383;189.467;15-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;3982;52.932;52.932;7.393;30.533;56.883;58.783;213.875;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;3983;46.79;46.79;7.446;30.433;73.9;61.45;244.083;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;3984;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;3985;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;4605;33.371;33.371;7.551;29.467;42.742;39.55;164.1;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;5325;1820;1820;7.5;31.297;39;134.02;305.17;10-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;6319;1.663;1.663;7.787;28.817;35.183;32.683;110.608;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;6899;65.918;65.918;7.491;31.667;35.061;63.383;189.467;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;6900;748.26;748.26;7.554;31.108;44.542;48.733;153.5;12-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;6901;81.46;81.46;7.663;29.892;17.765;40.292;127.208;14-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;6902;54.844;54.844;7.184;30.933;29.337;73.342;181.667;13-mar-25;
SOCIEDAD DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE BARRANQUILLA S.A. E.S.P.;ATLANTICO;SANTO TOMAS;6903;65.187;65.187;6.988;30.925;19.88;60.325;150.8;14-mar-25;
